"","Provider.State","County","Provider.Name","WeeksofShortage_of_EP_by_Provider","WeeksofShortage_of_GL_by_Provider","WeeksofShortage_of_HS_by_Provider","WeeksofShortage_of_N95_by_Provider","WeeksofShortage_of_SM_by_Provider","WeeksofShortage_of_VT_by_Provider"
"7828","NC","New Hanover","NORTHCHASE NURSING AND REHABILITATION CENTER",NA,NA,NA,8,NA,NA
"7829","NC","Northampton","NORTHAMPTON NURSING AND REHABILITATION CENTER",NA,NA,NA,14,NA,NA
"7830","NC","Onslow","CAROLINA RIVERS NURSING AND REHABILITATION CENTER",NA,NA,NA,9,NA,NA
"7831","NC","Onslow","PREMIER NURSING AND REHABILITATION CENTER",NA,NA,NA,4,NA,NA
"7832","NC","Orange","PEAK RESOURCES - BROOKSHIRE, INC",NA,NA,NA,17,NA,NA
"7833","NC","Pamlico","GRANTSBROOK NURSING AND REHABILITATION CENTER",NA,NA,NA,4,NA,NA
"7834","NC","Pender","THE LAURELS OF PENDER",NA,NA,NA,5,NA,NA
"7835","NC","Pitt","AYDEN COURT NURSING AND REHABILITATION CENTER",NA,NA,NA,3,NA,NA
"7836","NC","Pitt","PRUITTHEATH-FARMVILLE",NA,NA,NA,1,NA,NA
"7837","NC","Polk","AUTUMN CARE OF SALUDA",NA,NA,NA,1,NA,NA
"7838","NC","Richmond","RICHMOND PINES HEALTHCARE AND REHABILITATION CENTE",NA,NA,NA,4,NA,NA
"7839","NC","Rockingham","JACOB'S CREEK NURSING AND REHABILITATION CENTER",NA,NA,NA,5,NA,NA
"7840","NC","Rockingham","PENN NURSING CENTER",NA,NA,NA,15,NA,NA
"7841","NC","Rowan","THE LAURELS OF SALISBURY",NA,NA,NA,9,NA,NA
"7842","NC","Rutherford","OAK GROVE HEALTH CARE CENTER",NA,NA,NA,1,NA,NA
"7843","NC","Stanly","BETHANY WOODS NURSING AND REHABILITATION CENTER",NA,NA,NA,3,NA,NA
"7844","NC","Surry","CHATHAM NURSING & REHABILITATION",NA,NA,NA,23,17,NA
"7845","NC","Transylvania","THE OAKS-BREVARD",NA,NA,NA,1,NA,NA
"7846","NC","Union","LAKE PARK NURSING AND REHABILITATION CENTER",NA,NA,NA,6,NA,NA
"7847","NC","Union","MONROE REHABILITATION CENTER",NA,NA,NA,2,NA,NA
"7848","NC","Union","WHITE OAK OF WAXHAW",NA,NA,NA,40,19,NA
"7849","NC","Vance","KERR LAKE NURSING AND REHABILITATION CENTER",NA,NA,NA,13,NA,NA
"7850","NC","Wake","BELLAROSE NURSING AND REHAB",NA,NA,NA,9,NA,NA
"7851","NC","Wake","REX REHAB & NSG CARE CENTER",NA,NA,NA,2,NA,NA
"7852","NC","Wake","THE OAKS AT WHITAKER GLEN-MAYVIEW",NA,NA,NA,1,NA,NA
"7853","NC","Wake","TOWER NURSING AND REHABILITATION CENTER",NA,NA,NA,7,NA,NA
"7854","NC","Wake","UNIVERSAL HEALTH CARE/FUQUAY-VARINA",NA,NA,NA,2,NA,NA
"7855","NC","Washington","THE CARROLTON OF PLYMOUTH",NA,NA,NA,14,NA,NA
"7856","NC","Wayne","WILLOW CREEK NURSING AND REHABILITATION CENTER",NA,NA,NA,12,NA,NA
"7857","NC","Wilkes","WESTWOOD HILLS NURSING AND REHABILITATION CENTER",NA,NA,NA,2,NA,NA
"7858","NC","Wilson","WILSON PINES NURSING AND REHABILITATION CENTER",NA,NA,NA,4,NA,NA
"7859","ND","Bowman","SOUTHWEST HEALTHCARE SERVS",NA,NA,NA,14,15,NA
"7860","ND","Burleigh","MISSOURI SLOPE",NA,NA,NA,1,1,NA
"7861","ND","Burleigh","ST VINCENT'S - A PROSPERA COMMUNITY",NA,NA,NA,1,2,NA
"7862","ND","Eddy","LUTHERAN HOME OF THE GOOD SHEPHERD",NA,NA,NA,1,NA,NA
"7863","ND","Ramsey","EVENTIDE DEVILS LAKE CARE CENTER",NA,NA,NA,3,NA,NA
"7864","NE","Adams","GOOD SAMARITAN SOCIETY - HASTINGS VILLAGE",NA,NA,NA,1,NA,NA
"7865","NE","Adams","PREMIER ESTATES OF KENESAW, LLC",NA,NA,NA,10,NA,NA
"7866","NE","Brown","SANDHILLS CARE CENTER",NA,NA,NA,1,1,NA
"7867","NE","Dawes","PONDEROSA VILLA",NA,NA,NA,15,NA,NA
"7868","NE","Dawson","EMERALD NURSING & REHAB COZAD",NA,NA,NA,2,NA,NA
"7869","NE","Douglas","FLORENCE HOME",NA,NA,NA,4,1,NA
"7870","NE","Douglas","LEGACY POINTE REHABILITATION CENTER",NA,NA,NA,6,NA,NA
"7871","NE","Douglas","MAPLE CREST HEALTH CENTER",NA,NA,NA,1,NA,NA
"7872","NE","Holt","GOOD SAMARITAN SOCIETY - ATKINSON",NA,NA,NA,1,NA,NA
"7873","NE","Jefferson","HERITAGE CARE CENTER",NA,NA,NA,5,NA,NA
"7874","NE","Lincoln","NORTH PLATTE CARE CENTER, LLC",NA,NA,NA,4,NA,NA
"7875","NE","Madison","ARBOR CARE CENTERS-COUNTRYSIDE LLC",NA,NA,NA,27,1,NA
"7876","NE","Madison","COMMUNITY PRIDE CARE CENTER",NA,NA,NA,34,NA,NA
"7877","NE","Nuckolls","GOOD SAMARITAN SOCIETY - SUPERIOR",NA,NA,NA,2,NA,NA
"7878","NE","Otoe","GOOD SAMARITAN SOCIETY - SYRACUSE",NA,NA,NA,1,NA,NA
"7879","NE","Platte","BROOKESTONE ACRES",NA,NA,NA,32,1,NA
"7880","NE","Red Willow","HILLCREST NURSING HOME",NA,NA,NA,1,NA,NA
"7881","NE","Saunders","SOUTH HAVEN LIVING CENTER",NA,NA,NA,4,NA,NA
"7882","NE","Scotts Bluff","NORTHFIELD RETIREMENT COMMUNITIES CARE CENTER",NA,NA,NA,3,NA,NA
"7883","NE","Seward","RIDGEWOOD REHABILITATION & CARE CENTER",NA,NA,NA,4,NA,NA
"7884","NE","Webster","HERITAGE OF RED CLOUD",NA,NA,NA,3,NA,NA
"7885","NE","York","LEGACY SQUARE",NA,NA,NA,1,NA,NA
"7886","NE","York","YORK GENERAL HEARTHSTONE",NA,NA,NA,26,NA,NA
"7887","NH","Belknap","GOLDEN VIEW HEALTH CARE CENTER",NA,NA,NA,1,NA,NA
"7888","NH","Coos","SAINT VINCENT REHABILITATION & NURSING CENTER",NA,NA,NA,36,NA,NA
"7889","NH","Hillsboro","HOLY CROSS HEALTH CENTER",NA,NA,NA,2,NA,NA
"7890","NH","Hillsboro","MOUNT CARMEL REHABILITATION AND NURSING CENTER",NA,NA,NA,1,NA,NA
"7891","NH","Rockingham","WEBSTER AT RYE",NA,NA,NA,4,NA,NA
"7892","NH","Strafford","DOVER CENTER FOR HEALTH & REHABILITATION",NA,NA,NA,16,1,NA
"7893","NJ","Atlantic","COMPLETE CARE AT LINWOOD, LLC",NA,NA,NA,1,NA,NA
"7894","NJ","Atlantic","MEADOWVIEW NURSING AND REHABILITATION CENTER",NA,NA,NA,10,3,NA
"7895","NJ","Bergen","ALARIS HEALTH AT THE CHATEAU",NA,NA,NA,9,NA,NA
"7896","NJ","Bergen","CARE ONE AT CRESSKILL",NA,NA,NA,6,NA,NA
"7897","NJ","Bergen","CARE ONE AT ORADELL",NA,NA,NA,6,NA,NA
"7898","NJ","Burlington","CARE ONE AT EVESHAM",NA,NA,NA,11,NA,NA
"7899","NJ","Burlington","STERLING MANOR",NA,NA,NA,6,NA,NA
"7900","NJ","Burlington","WYNWOOD REHABILITATION AND HEALTHCARE CENTER",NA,NA,NA,12,NA,NA
"7901","NJ","Camden","MAJESTIC CENTER FOR REHAB & SUB-ACUTE CARE",NA,NA,NA,1,NA,NA
"7902","NJ","Cumberland","CUMBERLAND MANOR NURSING AND REHABILITATION CENTER",NA,NA,NA,2,NA,NA
"7903","NJ","Essex","ALARIS HEALTH AT ST MARY'S",NA,NA,NA,10,NA,1
"7904","NJ","Essex","ALARIS HEALTH AT WEST ORANGE",NA,NA,NA,8,NA,NA
"7905","NJ","Essex","ATRIUM POST ACUTE CARE OF LIVINGSTON",NA,NA,NA,1,NA,NA
"7906","NJ","Essex","CARE ONE AT LIVINGSTON",NA,NA,NA,6,NA,NA
"7907","NJ","Essex","JOB HAINES HOME FOR AGED PEOPL",NA,NA,NA,2,NA,NA
"7908","NJ","Essex","WHITE HOUSE HLTHCR & REHAB CTR",NA,NA,NA,3,NA,NA
"7909","NJ","Gloucester","ATRIUM POST ACUTE CARE OF WOODBURY",NA,NA,NA,2,NA,NA
"7910","NJ","Gloucester","MANORCARE HEALTH SERVICES-WEST DEPTFORD",NA,NA,NA,2,1,NA
"7911","NJ","Hudson","HOBOKEN UNIVERSITY MEDICAL CENTER TCU",NA,NA,NA,2,NA,NA
"7912","NJ","Hudson","PEACE CARE ST JOSEPH'S",NA,NA,NA,5,NA,NA
"7913","NJ","Hunterdon","ROLLING HILLS CARE CENTER",NA,NA,NA,1,NA,NA
"7914","NJ","Mercer","ATRIUM POST ACUTE CARE OF HAMILTON",NA,NA,NA,3,NA,NA
"7915","NJ","Mercer","RIVERSIDE NURSING AND REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"7916","NJ","Middlesex","BRIGHTON GARDENS OF EDISON",NA,NA,NA,8,5,NA
"7917","NJ","Middlesex","CARE ONE AT EAST BRUNSWICK",NA,NA,NA,1,NA,NA
"7918","NJ","Middlesex","CARE ONE AT THE HIGHLANDS",NA,NA,NA,9,NA,NA
"7919","NJ","Middlesex","ELMS OF CRANBURY, THE",NA,NA,NA,6,NA,NA
"7920","NJ","Middlesex","GARDENS AT MONROE HEALTHCARE AND REHABILITATION, T",NA,NA,NA,1,NA,NA
"7921","NJ","Monmouth","APPLEWOOD ESTATES",NA,NA,NA,1,NA,NA
"7922","NJ","Monmouth","ATRIUM AT NAVESINK HARBOR, THE",NA,NA,NA,2,NA,NA
"7923","NJ","Monmouth","ATRIUM POST ACUTE CARE OF MATAWAN",NA,NA,NA,1,NA,NA
"7924","NJ","Monmouth","CARE ONE AT HOLMDEL",NA,NA,NA,15,NA,NA
"7925","NJ","Monmouth","CARE ONE AT KING JAMES",NA,NA,NA,1,NA,NA
"7926","NJ","Monmouth","IMPERIAL CARE CENTER",NA,NA,NA,6,NA,NA
"7927","NJ","Monmouth","NEPTUNE GARDENS NURSING AND REHAB LLC",NA,NA,NA,1,NA,NA
"7928","NJ","Monmouth","PREFERRED CARE AT WALL",NA,NA,NA,3,NA,NA
"7929","NJ","Morris","CARE ONE AT MADISON AVENUE",NA,NA,NA,5,NA,NA
"7930","NJ","Morris","CARE ONE AT MORRIS",NA,NA,NA,6,NA,NA
"7931","NJ","Morris","OAKS AT DENVILLE, THE",NA,NA,NA,7,NA,NA
"7932","NJ","Morris","PINE ACRES CONVALESCENT CENTER",NA,NA,NA,2,NA,NA
"7933","NJ","Morris","REGENCY GRANDE NURS & REHAB CE",NA,NA,NA,1,NA,NA
"7934","NJ","Ocean","COMPLETE CARE AT LAURELTON, LLC",NA,NA,NA,2,NA,NA
"7935","NJ","Passaic","CARE ONE AT WAYNE - SNF",NA,NA,NA,14,NA,NA
"7936","NJ","Passaic","LAKELAND HEALTH CARE CENTER",NA,NA,NA,8,NA,NA
"7937","NJ","Passaic","PREAKNESS HEALTHCARE CENTER",NA,NA,NA,2,NA,NA
"7938","NJ","Somerset","ABINGDON CARE & REHABILITATION CENTER",NA,NA,NA,7,NA,NA
"7939","NJ","Somerset","CARE ONE AT SOMERSET VALLEY",NA,NA,NA,6,NA,NA
"7940","NJ","Somerset","FOOTHILL ACRES REHABILITATION & NURSING CENTER",NA,NA,NA,7,NA,NA
"7941","NJ","Union","ARISTACARE AT NORWOOD TERRACE",NA,NA,NA,6,NA,NA
"7942","NJ","Union","AUTUMN LAKE HEALTHCARE AT BERKELEY HEIGHTS",NA,NA,NA,2,NA,NA
"7943","NJ","Union","SOUTH MOUNTAIN HC",NA,NA,NA,2,NA,NA
"7944","NJ","Union","SPRING GROVE REHABILITATION AND HEALTHCARE CENTER",NA,NA,NA,1,NA,NA
"7945","NM","Cibola","GOOD SAMARITAN SOCIETY -  GRANTS",NA,NA,NA,3,NA,NA
"7946","NM","Luna","MIMBRES MEMORIAL NURSING HOME",NA,NA,NA,14,NA,NA
"7947","NV","Carson City","MOUNTAIN VIEW HEALTH & REHAB",NA,NA,NA,2,NA,NA
"7948","NV","Churchill","HIGHLAND MANOR OF FALLON",NA,NA,NA,1,NA,NA
"7949","NV","Clark","COLLEGE PARK REHABILITATION CENTER",NA,NA,NA,2,NA,NA
"7950","NV","Clark","GAYE HAVEN INTERMEDIATE CARE FACILITY",NA,NA,NA,26,NA,NA
"7951","NV","Clark","NEVADA STATE VETERANS HOME - BOULDER CITY",NA,NA,NA,1,NA,NA
"7952","NV","Clark","ROYAL SPRINGS HEALTHCARE AND REHAB",NA,NA,NA,3,NA,NA
"7953","NV","Clark","TLC CARE CENTER",NA,NA,NA,14,NA,NA
"7954","NV","Humboldt","HARMONY MANOR SKILLED NURSING FACILITY",NA,NA,NA,1,NA,NA
"7955","NY","Albany","DAUGHTERS OF SARAH NURSING CENTER",NA,NA,NA,8,NA,NA
"7956","NY","Albany","HUDSON PARK REHABILITATION AND NURSING CENTER",NA,NA,NA,10,NA,NA
"7957","NY","Bronx","BRONX PARK REHABILITATION & NURSING CENTER",NA,NA,NA,8,NA,NA
"7958","NY","Bronx","CONCOURSE REHABILITATION AND NURSING CENTER INC",NA,NA,NA,1,NA,1
"7959","NY","Bronx","EAST HAVEN NURSING & REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"7960","NY","Bronx","EASTCHESTER REHABILITATION AND HEALTH CARE CENTER",NA,NA,NA,2,NA,1
"7961","NY","Bronx","HEBREW HOME FOR THE AGED AT RIVERDALE",NA,NA,NA,26,NA,NA
"7962","NY","Bronx","LACONIA NURSING HOME",NA,NA,NA,8,NA,NA
"7963","NY","Bronx","MOSHOLU PARKWAY NURSING & REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"7964","NY","Bronx","PELHAM PARKWAY NURSING CTR & REHAB FACILITY L L C",NA,NA,NA,1,NA,NA
"7965","NY","Bronx","PINNACLE MULTICARE NURSING AND REHAB CENTER",NA,NA,NA,2,NA,NA
"7966","NY","Broome","WILLOW POINT REHABILITATION AND NURSING CENTER",NA,NA,NA,1,NA,NA
"7967","NY","Chautauqua","DUNKIRK REHABILITATION & NURSING CENTER",NA,NA,NA,1,NA,NA
"7968","NY","Chenango","CHASEHEALTH REHAB AND RESIDENTIAL CARE",NA,NA,NA,1,NA,NA
"7969","NY","Clinton","PLATTSBURGH REHABILITATION AND NURSING CENTER",NA,NA,NA,1,NA,NA
"7970","NY","Delaware","DELHI REHABILITATION AND NURSING CENTER",NA,NA,NA,1,1,NA
"7971","NY","Delaware","ROBINSON TERRACE",NA,NA,NA,1,NA,NA
"7972","NY","Dutchess","FERNCLIFF NURSING HOME CO INC",NA,NA,NA,1,NA,NA
"7973","NY","Dutchess","THE GRAND REHABILITATION AND NURSING AT PAWLING",NA,NA,NA,1,NA,NA
"7974","NY","Erie","EDEN REHABILITATION NURSING CENTER",NA,NA,NA,1,NA,NA
"7975","NY","Erie","ELDERWOOD AT AMHERST",NA,NA,NA,1,NA,NA
"7976","NY","Herkimer","FOLTSBROOK CENTER FOR NURSING AND REHABILITATION",NA,NA,NA,1,NA,NA
"7977","NY","Jefferson","SAMARITAN KEEP NURSING HOME INC",NA,NA,NA,20,NA,NA
"7978","NY","Kings","BROOKLYN GARDENS NURSING & REHABILITATION CENTER",NA,NA,NA,2,NA,NA
"7979","NY","Kings","BROOKLYN QUEENS NURSING HOME",NA,NA,NA,1,NA,NA
"7980","NY","Kings","COBBLE HILL HEALTH CENTER INC",NA,NA,NA,1,NA,NA
"7981","NY","Kings","SAINTS JOACHIM & ANNE NURSING AND REHAB CENTER",NA,NA,NA,1,NA,NA
"7982","NY","Monroe","HILL HAVEN NURSING HOME",NA,NA,NA,1,NA,NA
"7983","NY","Monroe","THE PEARL NURSING CENTER OF ROCHESTER",NA,NA,NA,1,NA,NA
"7984","NY","Nassau","EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",NA,NA,NA,3,1,NA
"7985","NY","Nassau","FULTON COMMONS CARE CENTER INC",NA,NA,NA,2,NA,NA
"7986","NY","Nassau","HEMPSTEAD PARK NURSING HOME",NA,NA,NA,2,NA,NA
"7987","NY","Nassau","LONG BEACH NURSING AND REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"7988","NY","Nassau","THE FIVE TOWNS PREMIER REHAB & NURSING CENTER",NA,NA,NA,2,NA,NA
"7989","NY","Nassau","THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR",NA,NA,NA,2,NA,NA
"7990","NY","New York","NEW EAST SIDE NURSING HOME",NA,NA,NA,10,NA,NA
"7991","NY","New York","ST MARYS CENTER INC",NA,NA,NA,4,NA,NA
"7992","NY","Oneida","COLONIAL PARK REHABILITATION AND NURSING CENTER",NA,NA,NA,1,NA,NA
"7993","NY","Oneida","MVHS REHABILITATION AND NURSING CENTER",NA,NA,NA,1,NA,NA
"7994","NY","Oneida","WATERVILLE RESIDENTIAL CARE CENTER",NA,NA,NA,1,NA,NA
"7995","NY","Onondaga","SUNNYSIDE CARE CENTER",NA,NA,NA,1,NA,NA
"7996","NY","Oswego","PONTIAC NURSING HOME",NA,NA,NA,1,NA,NA
"7997","NY","Queens","DRY HARBOR NURSING HOME",NA,NA,NA,6,NA,NA
"7998","NY","Queens","FOREST VIEW CENTER FOR REHABILITATION & NURSING",NA,NA,NA,5,NA,NA
"7999","NY","Queens","LITTLE NECK CARE CENTER",NA,NA,NA,1,NA,NA
"8000","NY","Rensselaer","EDDY HERITAGE HOUSE NURSING AND REHABILITATION CTR",NA,NA,NA,3,NA,NA
"8001","NY","Rensselaer","RIVERSIDE CENTER FOR REHABILITATION AND NURSING",NA,NA,NA,1,NA,NA
"8002","NY","Richmond","NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",NA,NA,NA,1,NA,NA
"8003","NY","Rockland","TOLSTOY FOUNDATION REHABILITATION AND NRSG CENTER",NA,NA,NA,1,NA,NA
"8004","NY","Suffolk","AFFINITY SKILLED LIVING AND REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"8005","NY","Suffolk","SURGE REHABILITATION AND NURSING LLC",NA,NA,NA,4,1,NA
"8006","NY","Suffolk","THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT",NA,NA,NA,13,NA,NA
"8007","NY","Suffolk","THE HAMPTONS CENTER FOR REHABILITATION AND NURSING",NA,NA,NA,5,NA,NA
"8008","NY","Tioga","RIVER VIEW REHABILITATION AND NURSING CARE CENTER",NA,NA,NA,21,NA,NA
"8009","NY","Ulster","HUDSON VALLEY REHABILITATION & EXTENDED CARE CTR",NA,NA,NA,1,NA,NA
"8010","NY","Washington","SLATE VALLEY CENTER FOR REHABILITATION AND NURSING",NA,NA,NA,1,NA,NA
"8011","NY","Westchester","NORTH WESTCHESTER RESTORATIVE THERAPY & NRSG CRT",NA,NA,NA,4,NA,NA
"8012","NY","Westchester","THE GROVE AT VALHALLA REHAB AND NURSING CENTER",NA,NA,NA,34,NA,NA
"8013","OH","Allen","LOST CREEK HEALTH CARE AND REHABILITATION CENTER",NA,NA,NA,1,NA,NA
"8014","OH","Allen","MENNONITE MEMORIAL HOME",NA,NA,NA,21,3,NA
"8015","OH","Ashland","CRYSTAL CARE CENTER OF ASHLAND",NA,NA,NA,1,NA,NA
"8016","OH","Ashtabula","CARINGTON PARK",NA,NA,NA,21,NA,NA
"8017","OH","Ashtabula","SAYBROOK LANDING",NA,NA,NA,2,NA,NA
"8018","OH","Athens","KIMES NURSING & REHAB CTR",NA,NA,NA,13,NA,NA
"8019","OH","Auglaize","OTTERBEIN-CRIDERSVILLE",NA,NA,NA,6,NA,NA
"8020","OH","Auglaize","OTTERBEIN ST MARYS RETIREMENT COMMUNITY",NA,NA,NA,6,NA,NA
"8021","OH","Belmont","EMERALD POINTE HEALTH AND REHAB CTR",NA,NA,NA,2,NA,NA
"8022","OH","Belmont","SIENNA HILLS NURSING & REHABILITATION",NA,NA,NA,32,NA,NA
"8023","OH","Butler","GOLDEN YEARS NURSING CENTER",NA,NA,NA,26,NA,NA
"8024","OH","Butler","THE LAURELS OF HAMILTON",NA,NA,NA,8,NA,NA
"8025","OH","Butler","THE LAURELS OF MIDDLETOWN",NA,NA,NA,2,NA,NA
"8026","OH","Champaign","URBANA HEALTH & REHABILITATION CENTER",NA,NA,NA,3,NA,NA
"8027","OH","Clark","EAGLEWOOD CARE CENTER",NA,NA,NA,18,NA,NA
"8028","OH","Clermont","OTTERBEIN LOVELAND",NA,NA,NA,6,NA,NA
"8029","OH","Clermont","OTTERBEIN UNION TOWNSHIP",NA,NA,NA,6,NA,NA
"8030","OH","Clermont","SIENA GARDENS REHABILITATION & TRANSITIONAL CARE",NA,NA,NA,21,NA,NA
"8031","OH","Clinton","LAURELS OF BLANCHESTER, THE",NA,NA,NA,9,NA,NA
"8032","OH","Columbiana","AUBURN SKILLED NURSING AND REHAB",NA,NA,NA,17,NA,NA
"8033","OH","Columbiana","COVINGTON SKILLED NURSING & REHAB CENTER",NA,NA,NA,18,NA,NA
"8034","OH","Columbiana","SALEM NORTH HEALTHCARE CENTER",NA,NA,NA,3,NA,NA
"8035","OH","Columbiana","SALEM WEST HEALTHCARE CENTER",NA,NA,NA,3,NA,NA
"8036","OH","Coshocton","ALTERCARE COSHOCTON INC.",NA,NA,NA,5,NA,NA
"8037","OH","Coshocton","LAFAYETTE POINTE NURSING & REHAB CTR",NA,NA,NA,23,NA,NA
"8038","OH","Crawford","MILL CREEK NURSING & REHABILITATION",NA,NA,NA,1,NA,NA
"8039","OH","Cuyahoga","ARISTOCRAT BEREA HEALTHCARE AND REHABILITATION",NA,NA,NA,1,NA,NA
"8040","OH","Cuyahoga","CANDLEWOOD HEALTHCARE AND REHABILITATION",NA,NA,NA,1,NA,NA
"8041","OH","Cuyahoga","CITYVIEW HEALTHCARE AND REHABILITATION",NA,NA,NA,1,NA,NA
"8042","OH","Cuyahoga","CRAWFORD MANOR HEALTHCARE CENTER",NA,NA,NA,3,NA,NA
"8043","OH","Cuyahoga","CRESTMONT NORTH NURSING HOME",NA,NA,NA,5,NA,NA
"8044","OH","Cuyahoga","EASTBROOK HEALTHCARE CENTER",NA,NA,NA,1,NA,NA
"8045","OH","Cuyahoga","FALLING WATER HEALTHCARE CENTER",NA,NA,NA,1,NA,NA
"8046","OH","Cuyahoga","GARDENS OF MCGREGOR AND AMASA STONE",NA,NA,NA,9,NA,NA
"8047","OH","Cuyahoga","NORTH OLMSTED HEALTHCARE",NA,NA,NA,2,NA,NA
"8048","OH","Cuyahoga","SUBURBAN HEALTHCARE AND REHABILITATION",NA,NA,NA,1,NA,NA
"8049","OH","Defiance","LAURELS OF DEFIANCE  THE",NA,NA,NA,7,NA,NA
"8050","OH","Delaware","CAPRI GARDENS",NA,NA,NA,1,NA,NA
"8051","OH","Delaware","CHERITH CARE CENTER AT WILLOW BROOK",NA,NA,NA,14,1,NA
"8052","OH","Delaware","COUNTRY VIEW OF SUNBURY",NA,NA,NA,1,NA,NA
"8053","OH","Erie","THE MEADOWS AT OSBORN PARK",NA,NA,NA,2,NA,NA
"8054","OH","Fairfield","LANFAIR CENTER FOR REHAB & NSG CARE INC",NA,NA,NA,6,3,NA
"8055","OH","Fairfield","MAIN STREET TERRACE CARE CENTER",NA,NA,NA,5,NA,NA
"8056","OH","Franklin","COLUMBUS HEALTHCARE CENTER",NA,NA,NA,2,NA,NA
"8057","OH","Franklin","FRIENDSHIP VILLAGE OF DUBLIN",NA,NA,NA,13,NA,NA
"8058","OH","Franklin","LAURELS  OF HILLIARD THE",NA,NA,NA,7,NA,NA
"8059","OH","Franklin","LAURELS OF WORTHINGTON, THE",NA,NA,NA,8,NA,NA
"8060","OH","Franklin","MAJESTIC CARE OF WHITEHALL",NA,NA,NA,10,2,NA
"8061","OH","Franklin","MOHUN HEALTH CARE CENTER",NA,NA,NA,1,NA,NA
"8062","OH","Franklin","OTTERBEIN GAHANNA",NA,NA,NA,6,NA,NA
"8063","OH","Franklin","OTTERBEIN NEW ALBANY",NA,NA,NA,6,NA,NA
"8064","OH","Franklin","SCIOTO COMMUNITY",NA,NA,NA,2,NA,NA
"8065","OH","Franklin","THE SANCTUARY AT TUTTLE CROSSING",NA,NA,NA,15,4,NA
"8066","OH","Franklin","WESLEY GLEN HEALTH SERVICES CORP",NA,NA,NA,2,1,NA
"8067","OH","Franklin","WESLEY WOODS AT NEW ALBANY",NA,NA,NA,2,1,NA
"8068","OH","Franklin","WILLOW BROOK CHRISTIAN HOME",NA,NA,NA,16,NA,NA
"8069","OH","Franklin","WORTHINGTON CHRISTIAN VILLAGE",NA,NA,NA,5,NA,NA
"8070","OH","Fulton","FAIRLAWN HAVEN",NA,NA,NA,2,NA,NA
"8071","OH","Geauga","OHMAN FAMILY LIVING AT BLOSSOM",NA,NA,NA,1,NA,NA
"8072","OH","Hamilton","BRIDGETOWN NURSING AND REHABILITATION CENTRE",NA,NA,NA,19,NA,NA
"8073","OH","Hamilton","COURTYARD AT SEASONS",NA,NA,NA,6,2,NA
"8074","OH","Hamilton","FOUNTAINS TRANSITIONAL CARE CENTER",NA,NA,NA,20,5,NA
"8075","OH","Hamilton","MOUNT WASHINGTON CARE CENTER",NA,NA,NA,7,NA,NA
"8076","OH","Hamilton","MT HEALTHY CHRISTIAN HOME",NA,NA,NA,1,NA,NA
"8077","OH","Hamilton","RESIDENCE AT SALEM WOODS",NA,NA,NA,19,NA,NA
"8078","OH","Hamilton","ST MARGARET HALL INC",NA,NA,NA,1,NA,NA
"8079","OH","Hamilton","TERRACE VIEW GARDENS",NA,NA,NA,24,NA,NA
"8080","OH","Hamilton","VERANDA GARDENS & ASSISTED LIVING",NA,NA,NA,6,NA,NA
"8081","OH","Hamilton","WESTERN HILLS RETIREMENT VILLAGE",NA,NA,NA,6,2,NA
"8082","OH","Hardin","VANCREST OF ADA",NA,NA,NA,2,2,NA
"8083","OH","Henry","NORTHCREST REHAB AND NURSING CENTER",NA,NA,NA,4,NA,NA
"8084","OH","Highland","HEARTH AND CARE CENTER",NA,NA,NA,18,NA,NA
"8085","OH","Highland","LAURELS OF HILLSBORO",NA,NA,NA,8,NA,NA
"8086","OH","Holmes","OAK POINTE NURSING & REHABILITATION",NA,NA,NA,12,1,NA
"8087","OH","Holmes","SCENIC POINTE NURSING AND REHAB CTR",NA,NA,NA,24,NA,NA
"8088","OH","Huron","LAURELS OF NEW LONDON THE",NA,NA,NA,2,NA,NA
"8089","OH","Jefferson","CATHERINE'S CARE CENTER, INC",NA,NA,NA,2,NA,NA
"8090","OH","Knox","CENTERBURG POINTE",NA,NA,NA,4,NA,NA
"8091","OH","Knox","OHIO EASTERN STAR HLTH CARE CTR THE",NA,NA,NA,1,NA,NA
"8092","OH","Lake","ALTERCARE OF MENTOR",NA,NA,NA,21,6,NA
"8093","OH","Lake","HOMESTEAD II",NA,NA,NA,5,NA,NA
"8094","OH","Lake","LAKEMED CARE AND REHABILITATION",NA,NA,NA,1,NA,NA
"8095","OH","Licking","THE LAURELS OF HEATH",NA,NA,NA,9,NA,NA
"8096","OH","Logan","BELLEFONTAINE HEALTHCARE",NA,NA,NA,1,NA,NA
"8097","OH","Lorain","AMHERST MANOR NURSING HOME",NA,NA,NA,27,NA,NA
"8098","OH","Lorain","AVENUE AT NORTH RIDGEVILLE",NA,NA,NA,12,NA,NA
"8099","OH","Lorain","AVON OAKS NURSING HOME",NA,NA,NA,42,NA,NA
"8100","OH","Lorain","ELMS RETIREMENT VILLAGE INC",NA,NA,NA,39,NA,NA
