incident_name,incident_is_final,incident_date_last_update,Month,Year,incident_counties,incident_county,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,State
Yucca Fire,TRUE,2019-08-24T06:54:07Z,8,2019,Riverside,Riverside,34,100,,,-116.857817,33.4506,Wildfire,46896a04-8502-403c-b362-e4adc9e7ad4d,https://www.fire.ca.gov/incidents/2019/8/22/yucca-fire/,2019-08-23T23:00:00Z,23/08/19,22/08/19,N,TRUE,FALSE,CA
Horse Fire,TRUE,2019-09-26T14:47:35Z,8,2019,Lassen,Lassen,131,100,,Bureau of Land Management,-120.544,40.562,Wildfire,97c4d72f-c1e9-425e-9dcf-44150047af92,https://www.fire.ca.gov/incidents/2019/8/24/horse-fire/,2019-08-27T10:44:00Z,27/08/19,24/08/19,N,FALSE,FALSE,CA
Long Valley Fire ,TRUE,2019-08-28T09:01:23Z,8,2019,Lassen,Lassen,2438,100,,Bureau of Land Management,-120.029722,39.892222,Wildfire,2ce810c9-88f1-4efe-9254-8cbd339d2397,https://www.fire.ca.gov/incidents/2019/8/24/long-valley-fire/,2019-08-27T09:01:00Z,27/08/19,24/08/19,N,FALSE,FALSE,CA
Ivy Fire,TRUE,2019-08-25T16:24:02Z,8,2019,Riverside,Riverside,80,100,,,-117.487578,33.77777348,Wildfire,cb87a6f4-a560-41a5-81c0-1064d0c368b6,https://www.fire.ca.gov/incidents/2019/8/25/ivy-fire/,2019-08-25T13:00:00Z,25/08/19,25/08/19,N,TRUE,FALSE,CA
Jamieson Fire,TRUE,2019-08-25T17:13:24Z,8,2019,Santa Clara,Santa Clara,35,100,,,-121.45597,37.034183,Wildfire,19343958-2921-41d2-a3f8-501badcd0bee,https://www.fire.ca.gov/incidents/2019/8/25/jamieson-fire/,,,25/08/19,N,TRUE,FALSE,CA
Border 10 Fire,TRUE,2019-08-28T09:06:20Z,8,2019,"Mexico, San Diego",Mexico,25,100,,,-116.873955,32.557546,Wildfire,808c34bb-4e64-4eb5-9c3e-2a1e58195074,https://www.fire.ca.gov/incidents/2019/8/25/border-10-fire/,2019-08-28T08:54:00Z,28/08/19,25/08/19,N,TRUE,FALSE,CA
Sage Fire,TRUE,2019-08-28T08:55:30Z,8,2019,Riverside,Riverside,12,100,,,-116.914799,33.463991,Wildfire,faf6064e-fc50-4289-8486-1235f20289d7,https://www.fire.ca.gov/incidents/2019/8/27/sage-fire/,2019-08-27T08:54:00Z,27/08/19,27/08/19,N,TRUE,FALSE,CA
R-1 Fire,TRUE,2019-09-26T14:47:23Z,8,2019,Lassen,Lassen,3380,100,,Bureau of Land Management ,-120.581,40.593,Wildfire,4ee8f023-1c92-4266-bb79-d41fdb3a5826,https://www.fire.ca.gov/incidents/2019/8/28/r-1-fire/,2019-09-04T16:22:00Z,04/09/19,28/08/19,N,FALSE,FALSE,CA
Carroll Fire,TRUE,2019-08-31T12:55:31Z,8,2019,Alameda,Alameda,19,100,,,-121.657011,37.718636,Wildfire,40ce99a7-fbca-4b41-b3bf-e2f863fdcc7e,https://www.fire.ca.gov/incidents/2019/8/31/carroll-fire/,2019-08-31T12:50:00Z,31/08/19,31/08/19,N,TRUE,FALSE,CA
Creek Fire,TRUE,2019-09-04T08:53:01Z,8,2019,Tulare,Tulare,756,100,,,-119.030621,36.40193,Wildfire,8faaa845-634f-4f94-b25e-f5ae78703da6,https://www.fire.ca.gov/incidents/2019/8/31/creek-fire/,,,31/08/19,N,TRUE,FALSE,CA
Jolon Fire,TRUE,2019-09-03T10:19:31Z,9,2019,Monterey,Monterey,66,100,,,-120.992914,35.906482,Wildfire,954bfbe7-424c-49e0-9611-23e9f7a475a2,https://www.fire.ca.gov/incidents/2019/9/1/jolon-fire/,2019-09-02T10:08:00Z,02/09/19,01/09/19,N,TRUE,FALSE,CA
Snail Fire,TRUE,2019-09-26T14:47:14Z,9,2019,Ventura,Ventura,279,100,,Los Padres National Forest,-119.3547,34.71011,Wildfire,1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc,https://www.fire.ca.gov/incidents/2019/9/1/snail-fire/,2019-09-05T08:14:00Z,05/09/19,01/09/19,N,FALSE,FALSE,CA
Mines Fire,TRUE,2019-09-03T10:20:30Z,9,2019,Alameda,Alameda,11,100,,,-121.596667,37.545167,Wildfire,de9cacb4-0be2-47d1-8cf2-7a25aabacfae,https://www.fire.ca.gov/incidents/2019/9/2/mines-fire/,2019-09-02T19:13:00Z,02/09/19,02/09/19,N,TRUE,FALSE,CA
Antelope Fire,TRUE,2019-09-04T18:26:03Z,9,2019,San Benito,San Benito,167,100,,,-120.8405,36.600167,Wildfire,ebdceb89-fa30-486a-94f8-3eff8eedbd67,https://www.fire.ca.gov/incidents/2019/9/2/antelope-fire/,2019-09-03T07:11:00Z,03/09/19,02/09/19,N,TRUE,FALSE,CA
Telephone Fire,TRUE,2019-09-06T10:10:55Z,9,2019,San Bernardino,San Bernardino,15,100,,,-117.343833,34.353667,Wildfire,a5331bf6-d695-4309-a846-96808e41d757,https://www.fire.ca.gov/incidents/2019/9/2/telephone-fire/,2019-09-06T08:00:00Z,06/09/19,02/09/19,N,TRUE,FALSE,CA
Country Fire,TRUE,2019-09-08T18:11:21Z,9,2019,El Dorado,El Dorado,85,100,,El Dorado County Sheriff's Office,-120.946657,38.898915,Wildfire,89008310-149d-480f-946f-4ce5a2a71c3f,https://www.fire.ca.gov/incidents/2019/9/3/country-fire/,2019-09-06T07:24:00Z,06/09/19,03/09/19,N,TRUE,FALSE,CA
Deer Fire,TRUE,2019-09-06T19:49:01Z,9,2019,Santa Cruz,Santa Cruz,10,100,,,-122.07743,37.178353,Wildfire,23f65de3-bf4d-4edf-a5eb-b21299195b0f,https://www.fire.ca.gov/incidents/2019/9/3/deer-fire/,2019-09-06T19:48:00Z,06/09/19,03/09/19,N,TRUE,FALSE,CA
Walker Fire,TRUE,2019-10-24T11:04:07Z,9,2019,Plumas,Plumas,54612,100,,USFS - Plumas National Forest,-120.680556,40.061389,Wildfire,3a48b649-8714-433d-9952-ff2bf9e8c90a,https://www.fire.ca.gov/incidents/2019/9/4/walker-fire/,,,04/09/19,N,FALSE,FALSE,CA
Tenaja,TRUE,2019-09-14T19:15:55Z,9,2019,Riverside,Riverside,1926,100,,"CAL FIRE / Riverside County Fire, City of Murrieta ",-117.273157,33.528469,Wildfire,f68808fb-a705-4083-a136-1a45c61c7f74,https://www.fire.ca.gov/incidents/2019/9/4/tenaja/,2019-09-14T19:00:00Z,14/09/19,04/09/19,N,TRUE,FALSE,CA
Glass Fire,TRUE,2019-09-05T19:04:01Z,9,2019,Lake,Lake,28,100,,,-122.642572,38.910498,Wildfire,da7fa4d6-cbf3-4cf9-babf-1cc79aa2f536,https://www.fire.ca.gov/incidents/2019/9/4/glass-fire/,2019-09-05T10:03:00Z,05/09/19,04/09/19,N,TRUE,FALSE,CA
Foster Fire ,TRUE,2019-09-04T20:37:36Z,9,2019,San Benito,San Benito,17,100,,,-121.39478,36.732866,Wildfire,d8c705d2-2820-43d2-bee4-8335354bcab0,https://www.fire.ca.gov/incidents/2019/9/4/foster-fire/,2019-09-04T20:33:00Z,04/09/19,04/09/19,N,TRUE,FALSE,CA
Red Bank Fire,TRUE,2019-09-13T19:59:57Z,9,2019,Tehama,Tehama,8838,100,,Tehama County Sheriff's Office,-122.64,40.12,Wildfire,14ad161c-bfc6-41ae-af84-a464084a4142,https://www.fire.ca.gov/incidents/2019/9/5/red-bank-fire/,2019-09-13T19:00:00Z,13/09/19,05/09/19,N,TRUE,FALSE,CA
Flood Fire ,TRUE,2019-09-08T19:56:30Z,9,2019,San Joaquin,San Joaquin,44,100,,,-120.945044,38.017138,Wildfire,3d4c2809-cd37-4f07-b86e-68dcd52c7434,https://www.fire.ca.gov/incidents/2019/9/5/flood-fire/,2019-09-05T19:56:00Z,05/09/19,05/09/19,N,TRUE,FALSE,CA
Henthorne Fire,TRUE,2019-09-26T14:46:47Z,9,2019,Trinity,Trinity,244,100,,Mendocino National Forest,-123.222196,40.062304,Wildfire,791059a2-b50f-4ab0-924a-bfdac001e4b9,https://www.fire.ca.gov/incidents/2019/9/5/henthorne-fire/,2019-09-18T12:17:00Z,18/09/19,05/09/19,N,FALSE,FALSE,CA
South Fire,TRUE,2020-01-10T16:13:09Z,9,2019,Tehama,Tehama,5332,100,,Shasta-Trinity National Forest ,-122.789,40.109,Wildfire,38d46a2f-d1f6-4ed8-a502-e57e393844ea,https://www.fire.ca.gov/incidents/2019/9/5/south-fire/,2019-12-02T16:12:00Z,02/12/19,05/09/19,N,FALSE,FALSE,CA
Springs Fire,TRUE,2019-10-24T11:18:13Z,9,2019,Mono,Mono,4840,100,,Inyo National Forest,-118.872,37.826,Wildfire,226da8c8-26c0-49d7-b5ef-952cd969f918,https://www.fire.ca.gov/incidents/2019/9/6/springs-fire/,,,06/09/19,N,FALSE,FALSE,CA
Lone Fire,TRUE,2019-09-26T14:46:26Z,9,2019,Modoc,Modoc,5737,100,,USFS - Modoc National Forest,-121.056,41.748,Wildfire,81977367-45ad-4962-92f3-ae30f22ef723,https://www.fire.ca.gov/incidents/2019/9/6/lone-fire/,2019-09-13T07:19:00Z,13/09/19,06/09/19,N,FALSE,FALSE,CA
Cow Fire,TRUE,2020-01-10T16:08:48Z,9,2019,Inyo,Inyo,1975,100,,Inyo National Forest ,-118.228,36.284,Wildfire,c3b236b9-3a1d-481d-b1eb-b0aa77c5b462,https://www.fire.ca.gov/incidents/2019/9/6/cow-fire/,2019-11-21T16:08:00Z,21/11/19,06/09/19,N,FALSE,FALSE,CA
Broder Fire,TRUE,2019-09-26T14:46:11Z,9,2019,Tulare,Tulare,381,100,,Sequoia National Forest,-118.185,36.151,Wildfire,737ef617-abaa-44a1-9bbc-f46240468b8f,https://www.fire.ca.gov/incidents/2019/9/6/broder-fire/,,,06/09/19,N,FALSE,FALSE,CA
Taboose Fire,TRUE,2020-01-10T16:10:00Z,9,2019,Inyo,Inyo,10296,100,,"Inyo National Forest , Inyo County Sheriff's Office",-118.345,37.034,Wildfire,e7ea56c5-4290-4406-b0a5-c9d1718e9700,https://www.fire.ca.gov/incidents/2019/9/6/taboose-fire/,2019-11-21T16:09:00Z,21/11/19,06/09/19,N,FALSE,FALSE,CA
Forbestown Fire,TRUE,2019-09-13T09:42:08Z,9,2019,Butte,Butte,58,100,,,-121.412333,39.470333,Wildfire,2de3ab6b-60c5-4400-9bff-74c79ed7d553,https://www.fire.ca.gov/incidents/2019/9/6/forbestown-fire/,2019-09-12T18:49:00Z,12/09/19,06/09/19,N,TRUE,FALSE,CA
R-6 Fire,TRUE,2019-09-26T14:46:00Z,9,2019,Lassen,Lassen,260,100,,Bureau of Land Management - Northern CA District,-120.606,44.734,Wildfire,393edada-d2bf-4a33-94f2-2d2123357015,https://www.fire.ca.gov/incidents/2019/9/6/r-6-fire/,2019-09-11T18:30:00Z,11/09/19,06/09/19,N,FALSE,FALSE,CA
Lime Fire,TRUE,2019-10-24T11:20:48Z,9,2019,Siskiyou,Siskiyou,1872,100,,Klamath National Forest,-122.662258,41.862237,Wildfire,5c74d3fc-eaeb-4a75-9a07-5f8af961237b,https://www.fire.ca.gov/incidents/2019/9/7/lime-fire/,,,07/09/19,N,FALSE,FALSE,CA
Kidder 2 Fire,TRUE,2019-10-24T11:14:22Z,9,2019,Siskiyou,Siskiyou,227,100,,Klamath National Forest,-123.2129356,41.4929742,Wildfire,69b0cca6-c0c6-4a96-8f61-07ebb0ff9dc7,https://www.fire.ca.gov/incidents/2019/9/7/kidder-2-fire/,2019-09-26T08:00:00Z,26/09/19,07/09/19,N,FALSE,FALSE,CA
Rams Horn Fire,TRUE,2019-09-26T14:45:36Z,9,2019,Trinity,Trinity,280,100,,Shasta-Trinity National Forest,-122.634108,41.150392,Wildfire,b24dc89c-632d-46a1-8984-2ce037e37834,https://www.fire.ca.gov/incidents/2019/9/7/rams-horn-fire/,2019-09-12T10:08:00Z,12/09/19,07/09/19,N,FALSE,FALSE,CA
Oak Fire,TRUE,2019-09-08T07:45:11Z,9,2019,Lake,Lake,53,100,,CAL FIRE Sonoma Lake Napa Unit,-122.833831,38.955024,Wildfire,25e65946-2e28-453b-bcb4-617b623be750,https://www.fire.ca.gov/incidents/2019/9/7/oak-fire/,2019-09-08T07:00:00Z,08/09/19,07/09/19,N,TRUE,FALSE,CA
Swedes Fire,TRUE,2019-09-13T19:59:37Z,9,2019,Butte,Butte,496,100,,CAL FIRE Butte County Fire ,-121.412619,39.45296,Wildfire,63a43984-64ce-40aa-bbc3-98330a46353f,https://www.fire.ca.gov/incidents/2019/9/7/swedes-fire/,2019-09-13T19:00:00Z,13/09/19,07/09/19,N,TRUE,FALSE,CA
Duzel Fire,TRUE,2019-09-11T14:26:56Z,9,2019,Siskiyou,Siskiyou,15,100,,CAL FIRE Siskiyou unit,-122.740333,41.512917,Wildfire,efba4d61-2027-4b05-8506-04d9858154ca,https://www.fire.ca.gov/incidents/2019/9/7/duzel-fire/,2019-09-10T19:27:00Z,10/09/19,07/09/19,N,TRUE,FALSE,CA
Sycamore Fire,TRUE,2019-09-26T14:45:22Z,9,2019,Riverside,Riverside,250,100,,Riverside City Fire Department,-117.3063,33.9369,Wildfire,a14c1f49-8e49-4709-a21b-6c06471a1002,https://www.fire.ca.gov/incidents/2019/9/7/sycamore-fire/,2019-09-08T18:00:00Z,08/09/19,07/09/19,N,FALSE,FALSE,CA
McMurray Fire,TRUE,2019-09-14T08:47:56Z,9,2019,Santa Barbara,Santa Barbara,200,100,,Santa Barbara County Fire ,-120.187368,34.630919,Wildfire,4cebaf5a-70a7-4262-864b-fb3fe3b1d84d,https://www.fire.ca.gov/incidents/2019/9/9/mcmurray-fire/,2019-09-14T08:00:00Z,14/09/19,09/09/19,N,FALSE,FALSE,CA
Bailey Fire,TRUE,2019-09-10T10:46:34Z,9,2019,Riverside,Riverside,10,100,,,-116.631106,33.496633,Wildfire,5a4639e4-0d1d-4cee-8215-0aa1d53a5160,https://www.fire.ca.gov/incidents/2019/9/10/bailey-fire/,2019-09-10T10:45:00Z,10/09/19,10/09/19,N,TRUE,FALSE,CA
Stuhr Fire ,TRUE,2019-09-11T19:05:16Z,9,2019,Stanislaus,Stanislaus,190,100,,,-121.110146,37.32585,Wildfire,8f6c8f60-1daf-4c04-8507-dcc81656b8c5,https://www.fire.ca.gov/incidents/2019/9/11/stuhr-fire/,,,11/09/19,N,TRUE,FALSE,CA
Redwood Fire,TRUE,2019-09-12T20:31:35Z,9,2019,Riverside,Riverside,34,100,,,-117.270144,33.854597,Wildfire,b277af3b-3785-44c1-bdfb-c5a5ba766d2b,https://www.fire.ca.gov/incidents/2019/9/12/redwood-fire/,,,12/09/19,N,TRUE,FALSE,CA
Bridge Fire,TRUE,2019-09-13T21:47:39Z,9,2019,Stanislaus,Stanislaus,11,100,,,-120.401028,37.492002,Wildfire,a8b79d35-dab7-4513-ac65-25fd99541662,https://www.fire.ca.gov/incidents/2019/9/13/bridge-fire/,2019-09-13T21:43:00Z,13/09/19,13/09/19,N,TRUE,FALSE,CA
Horseshoe Fire ,TRUE,2019-09-17T20:05:34Z,9,2019,Riverside,Riverside,520,100,,"CAL FIRE RRU (Riverside County Fire), Murrieta Fire Protection District, Riverside City FD, Riverside County Sheriff’s Office",-117.043723,33.4853,Wildfire,c9327432-b3d3-4ea1-b810-d339dc9e25c3,https://www.fire.ca.gov/incidents/2019/9/14/horseshoe-fire/,,,14/09/19,N,FALSE,FALSE,CA
Bar Fire,TRUE,2019-10-02T16:04:17Z,9,2019,Siskiyou,Siskiyou,91,100,,Klamath National Forest,-123.000833,41.749667,Wildfire,8b4a5b95-3f51-4038-a7ea-b5ed3c73c2e5,https://www.fire.ca.gov/incidents/2019/9/15/bar-fire/,,,15/09/19,N,FALSE,FALSE,CA
Bautista Fire,TRUE,2019-10-24T11:05:12Z,9,2019,Riverside,Riverside,167,100,,San Bernardino National Forest,-116.801111,33.635,Wildfire,980c4c7d-dcc9-45b3-b5c1-181c1cd445e9,https://www.fire.ca.gov/incidents/2019/9/15/bautista-fire/,2019-09-22T18:00:00Z,22/09/19,15/09/19,N,FALSE,FALSE,CA
Baseline Fire ,TRUE,2019-09-24T13:24:36Z,9,2019,Placer,Placer,604,100,,"Sacramento Metro Fire Department, Roseville City Fire Department, Placer County Fire, South Placer Fire, Penryn Fire",-121.432636,38.751648,Wildfire,ebc468e3-c2ec-43ff-95e9-c319a7ec3d40,https://www.fire.ca.gov/incidents/2019/9/20/baseline-fire/,,,20/09/19,N,TRUE,FALSE,CA
Reservoir Fire,TRUE,2019-09-24T18:28:45Z,9,2019,Santa Clara,Santa Clara,128,100,,,-121.842751,37.467744,Wildfire,3934f762-ba99-471a-b1d9-dc064276c383,https://www.fire.ca.gov/incidents/2019/9/21/reservoir-fire/,2019-09-24T18:00:00Z,24/09/19,21/09/19,N,TRUE,FALSE,CA
Lopez Fire,TRUE,2019-10-24T11:23:10Z,9,2019,San Luis Obispo,San Luis Obispo,220,100,,Los Padres National Forest,-120.455883,35.214364,Wildfire,840010ca-aef0-4f91-b771-3bf196317d03,https://www.fire.ca.gov/incidents/2019/9/21/lopez-fire/,2019-09-27T18:00:00Z,27/09/19,21/09/19,N,FALSE,FALSE,CA
Kennedy Fire,TRUE,2019-09-22T18:36:33Z,9,2019,Riverside,Riverside,98,100,,CAL FIRE / Riverside County Fire,-117.170588,33.900994,Wildfire,7b283f4f-c613-4840-aa90-1f6e9fa1573a,https://www.fire.ca.gov/incidents/2019/9/21/kennedy-fire/,2019-09-22T17:00:00Z,22/09/19,21/09/19,N,TRUE,FALSE,CA
Lynette Fire,TRUE,2019-09-22T18:37:28Z,9,2019,Calaveras,Calaveras,67,100,,,-120.827386,38.20177,Wildfire,9fc12331-47f4-4d79-bffe-914f13658993,https://www.fire.ca.gov/incidents/2019/9/22/lynette-fire/,,,22/09/19,N,TRUE,FALSE,CA
Tulloch Fire,TRUE,2019-09-25T06:56:27Z,9,2019,Tuolumne,Tuolumne,83,100,,,-120.625556,37.838333,Wildfire,e7910549-a5ca-4712-bd04-349c49c1ba15,https://www.fire.ca.gov/incidents/2019/9/23/tulloch-fire/,2019-09-24T10:21:00Z,24/09/19,23/09/19,N,TRUE,FALSE,CA
Cow Fire,TRUE,2019-09-24T14:52:49Z,9,2019,Shasta,Shasta,16,100,,,-122.039167,40.612556,Wildfire,f24e0e23-63ee-4038-a04d-41fe70cac747,https://www.fire.ca.gov/incidents/2019/9/24/cow-fire/,2019-09-24T14:52:00Z,24/09/19,24/09/19,N,TRUE,FALSE,CA
Dehesa Fire ,TRUE,2019-10-02T16:03:51Z,9,2019,San Diego,San Diego,200,100,,,-116.806941,32.787656,Wildfire,94cd8534-defa-4a82-b1be-42a2704c13d2,https://www.fire.ca.gov/incidents/2019/9/24/dehesa-fire/,,,24/09/19,N,TRUE,FALSE,CA
Electra Fire,TRUE,2019-09-25T17:41:10Z,9,2019,Amador,Amador,10,100,,,-120.67131,38.332083,Wildfire,755df0b3-ad02-406b-af5d-738b67d8c755,https://www.fire.ca.gov/incidents/2019/9/25/electra-fire/,2019-09-25T17:00:00Z,25/09/19,25/09/19,N,TRUE,FALSE,CA
Willow Fire,TRUE,2019-09-25T20:04:20Z,9,2019,San Diego,San Diego,52,100,,Lakeside Fire Protection District ,-116.88,32.87833333,Wildfire,abdb011f-15d8-475b-b08e-4df583700411,https://www.fire.ca.gov/incidents/2019/9/25/willow-fire/,2019-09-25T20:00:00Z,25/09/19,25/09/19,N,FALSE,FALSE,CA
Mare Fire,TRUE,2019-10-03T10:02:17Z,9,2019,Solano,Solano,30,100,,City of Vallejo Fire Department,-122.2561111,38.07944444,Wildfire,178b2af3-340c-409d-80e6-21ac119969f0,https://www.fire.ca.gov/incidents/2019/9/26/mare-fire/,,,26/09/19,N,FALSE,FALSE,CA
Hwy Fire,TRUE,2019-10-02T16:03:59Z,9,2019,Butte,Butte,300,100,,,-121.693472,39.622137,Wildfire,b8e5a940-0fb5-4c63-93ab-a855cfdc4e0c,https://www.fire.ca.gov/incidents/2019/9/28/hwy-fire/,2019-09-28T18:40:00Z,28/09/19,28/09/19,N,TRUE,FALSE,CA
Chaparral Fire,TRUE,2019-09-30T09:21:49Z,9,2019,El Dorado,El Dorado,22,100,,Amador Eldorado Unit,-120.965105,38.538467,Wildfire,48f89096-4641-42cc-8ec4-9cba635e79a1,https://www.fire.ca.gov/incidents/2019/9/29/chaparral-fire/,2019-09-29T21:35:00Z,29/09/19,29/09/19,N,TRUE,FALSE,CA
Warren Fire,TRUE,2019-09-30T09:09:09Z,9,2019,Riverside,Riverside,19,100,,,-117.033598,33.703546,Wildfire,1e85b2a3-0d55-4c3a-9fbb-5208d615cccd,https://www.fire.ca.gov/incidents/2019/9/30/warren-fire/,2019-09-30T09:05:00Z,30/09/19,30/09/19,N,TRUE,FALSE,CA
Frame Fire,TRUE,2019-10-02T16:03:34Z,9,2019,Fresno,Fresno,25,100,,,-120.634179,36.154184,Wildfire,05b9432b-a5cf-4a8f-bf0e-9b95a04bbdde,https://www.fire.ca.gov/incidents/2019/9/30/frame-fire/,,,30/09/19,N,TRUE,FALSE,CA
Ranch Fire,TRUE,2019-10-24T14:14:58Z,10,2019,San Luis Obispo,San Luis Obispo,52,100,,Los Padres National Forest ,-120.1755,35.189783,Wildfire,e2a0252b-2da9-4967-ba33-7abe3ced1efa,https://www.fire.ca.gov/incidents/2019/10/1/ranch-fire/,,,01/10/19,N,FALSE,FALSE,CA
Del Fire,TRUE,2019-10-04T10:39:31Z,10,2019,Stanislaus,Stanislaus,18,100,,,-121.336465,37.429506,Wildfire,2e4017ba-5c18-4de6-8098-54b2a6caf5bd,https://www.fire.ca.gov/incidents/2019/10/3/del-fire/,2019-10-04T10:39:00Z,04/10/19,03/10/19,N,TRUE,FALSE,CA
Elk Fire,TRUE,2019-12-06T11:10:27Z,10,2019,Glenn,Glenn,63,100,,,-123.4375,41.70611111,Wildfire,082bd2d3-457b-496b-a469-0d2550aac7ef,https://www.fire.ca.gov/incidents/2019/10/4/elk-fire/,2019-10-03T12:03:00Z,03/10/19,04/10/19,N,TRUE,FALSE,CA
Wilson Fire,TRUE,2019-10-04T18:39:04Z,10,2019,Mendocino,Mendocino,10,100,,,-123.458782,39.613783,Wildfire,1dd6f339-956d-4ec5-bac5-713ba3cd53d4,https://www.fire.ca.gov/incidents/2019/10/4/wilson-fire/,,,04/10/19,N,TRUE,FALSE,CA
Briceburg Fire,TRUE,2019-10-24T06:58:58Z,10,2019,Mariposa,Mariposa,5563,100,,Mariposa County Sheriff’s Office -- California Highway Patrol -- CALTRANS -- California Department of Corrections and Rehabilitation -- U.S. Forest Service -- Bureau of Land Management -- American Red Cross,-119.96606,37.604638,Wildfire,e7aeb204-15af-4a2a-8f2a-bfd2c8dbe411,https://www.fire.ca.gov/incidents/2019/10/6/briceburg-fire/,,,06/10/19,N,TRUE,FALSE,CA
American Fire,TRUE,2019-10-09T13:52:17Z,10,2019,Napa,Napa,526,100,,,-122.211671,38.165873,Wildfire,74c3d01f-8809-40bc-a0e2-b1cc24bf1a7d,https://www.fire.ca.gov/incidents/2019/10/6/american-fire/,2019-10-07T18:34:00Z,07/10/19,06/10/19,N,TRUE,FALSE,CA
Point Fire ,TRUE,2019-10-07T09:58:51Z,10,2019,Santa Clara,Santa Clara,29,100,,,-121.219163,37.066483,Wildfire,25e80e7d-5790-4192-9cf0-a190f36158f0,https://www.fire.ca.gov/incidents/2019/10/7/point-fire/,2019-10-07T09:58:00Z,07/10/19,07/10/19,N,TRUE,FALSE,CA
Dales Fire,TRUE,2019-10-07T11:03:29Z,10,2019,Tehama,Tehama,11,100,,,-122.070055,40.314187,Wildfire,a4bd4cbb-53de-47c8-972f-cca4c36aaf74,https://www.fire.ca.gov/incidents/2019/10/7/dales-fire/,2019-10-07T11:03:00Z,07/10/19,07/10/19,N,TRUE,FALSE,CA
Little Fire,TRUE,2019-10-09T13:51:55Z,10,2019,Alameda,Alameda,12,100,,,-121.853,37.606,Wildfire,a87ab8be-3da9-4cb0-a72c-5125acc001ef,https://www.fire.ca.gov/incidents/2019/10/8/little-fire/,2019-10-08T17:51:00Z,08/10/19,08/10/19,N,TRUE,FALSE,CA
Cross Fire,TRUE,2019-10-11T07:38:50Z,10,2019,"Monterey, San Luis Obispo",Monterey,289,100,,,-120.73102,35.79069,Wildfire,207f72f7-1453-40dc-919e-3551f7041b22,https://www.fire.ca.gov/incidents/2019/10/9/cross-fire/,2019-10-11T07:30:00Z,11/10/19,09/10/19,N,TRUE,FALSE,CA
Corning Fire ,TRUE,2019-10-09T12:39:56Z,10,2019,Tehama,Tehama,68,100,,,-122.1604,39.847708,Wildfire,18fe1e24-799d-4aa9-a7ec-fa8e331ae3e9,https://www.fire.ca.gov/incidents/2019/10/9/corning-fire/,2019-10-09T12:39:00Z,09/10/19,09/10/19,N,TRUE,FALSE,CA
Inghram Fire,TRUE,2019-10-09T09:52:52Z,10,2019,Tehama,Tehama,10,100,,,-122.160416,39.847708,Wildfire,d6114db7-8a39-4b86-92a5-5c3dea1f348f,https://www.fire.ca.gov/incidents/2019/10/9/inghram-fire/,2019-10-08T09:52:00Z,08/10/19,09/10/19,N,TRUE,FALSE,CA
Merrill Fire,TRUE,2019-10-12T14:00:58Z,10,2019,Contra Costa,Contra Costa,40,100,,,-122.103867,37.828267,Wildfire,19578ef2-6101-45b0-a82e-db3004c3a8a5,https://www.fire.ca.gov/incidents/2019/10/10/merrill-fire/,2019-10-10T12:00:00Z,10/10/19,10/10/19,N,FALSE,FALSE,CA
Eagle Fire,TRUE,2019-10-10T18:11:59Z,10,2019,Riverside,Riverside,9,100,,CAL FIRE / Riverside County Fire,-117.499619,33.827979,Wildfire,6e93b252-99a3-4214-9921-238373b17535,https://www.fire.ca.gov/incidents/2019/10/10/eagle-fire/,2019-10-10T18:11:00Z,10/10/19,10/10/19,N,TRUE,FALSE,CA
Reche Fire,TRUE,2019-10-14T10:56:50Z,10,2019,Riverside,Riverside,350,100,,CAL FIRE / Riverside County Fire ,-117.207068,33.975405,Wildfire,8739a46c-9d9b-464c-87d0-31738601d96f,https://www.fire.ca.gov/incidents/2019/10/10/reche-fire/,2019-10-13T07:30:00Z,13/10/19,10/10/19,N,TRUE,FALSE,CA
Sandalwood Fire,TRUE,2019-11-01T15:14:13Z,10,2019,Riverside,Riverside,1011,100,,"CAL FIRE/Riverside County Fire Department, City of Calimesa , City of Yucaipa",-117.059167,33.9925,Wildfire,7ff84b11-c3fb-4f5c-8a00-07243d4a4e33,https://www.fire.ca.gov/incidents/2019/10/10/sandalwood-fire/,,,10/10/19,N,TRUE,FALSE,CA
Plains Fire,TRUE,2019-10-10T19:05:53Z,10,2019,Shasta,Shasta,42,100,,,-122.19911,40.4988,Wildfire,f20ba27e-4c6c-4ca9-a356-ef88c4f788bb,https://www.fire.ca.gov/incidents/2019/10/10/plains-fire/,2019-10-10T19:05:00Z,10/10/19,10/10/19,N,TRUE,FALSE,CA
Wolf Fire,TRUE,2019-10-12T17:29:29Z,10,2019,Riverside,Riverside,75,100,,CAL FIRE/Riverside County Fire Department,-116.897333,33.8615,Wildfire,d37acb3f-94c8-47ef-b3da-6eb0d7353aa7,https://www.fire.ca.gov/incidents/2019/10/10/wolf-fire/,2019-10-12T17:22:00Z,12/10/19,10/10/19,N,TRUE,FALSE,CA
